State,District,Year,Season,Crop,AreaHectares,ProductionTonnes,YieldKgPerHa,IrrigationType,SoilType,FarmerBeneficiaries,MSP,MarketPrice,CropInsuranceCoverage,FertilizerUsageKg,WaterUsageLitres,Status
Madhya Pradesh,Madhya District 7,2018,Zaid,Turmeric,23894,13858,580,Canal,Black,10519,2415,2491,53.7,214,484654,Failed
Puducherry,Puducherry District 8,2023,Kharif,Groundnut,7556,26015,3443,Tube Well,Alluvial,1724,2658,2497,35.7,160,382564,Harvested
Sikkim,Sikkim District 5,2019,Rabi,Mango,47572,148995,3132,Canal,Forest,14046,2246,2071,36.5,119,360147,Harvested
Goa,Goa District 5,2023,Rabi,Tea,42071,134753,3203,Rain-fed,Laterite,10453,1094,1099,38.6,166,226594,Harvested
Sikkim,Sikkim District 8,2018,Rabi,Pulses,20152,15396,764,Rain-fed,Black,5637,2428,2477,53.7,66,224003,Harvested
Haryana,Haryana District 5,2023,Rabi,Onion,26980,43329,1606,Rain-fed,Alluvial,5559,1757,1570,51.2,58,436948,Harvested
Madhya Pradesh,Madhya District 6,2021,Rabi,Cotton,47650,131085,2751,Tube Well,Alluvial,23512,1467,1446,75.6,171,265053,Harvested
Odisha,Odisha District 2,2020,Kharif,Mango,14608,42699,2923,Sprinkler,Forest,8507,3629,3928,29.0,232,491611,Harvested
Chhattisgarh,Chhattisgarh District 6,2023,Rabi,Tea,15285,25021,1637,Drip,Laterite,3985,2602,2744,30.8,200,367511,Standing
Tripura,Tripura District 2,2019,Kharif,Tea,1922,1518,790,Sprinkler,Laterite,263,1667,1769,40.1,51,347236,Harvested
Gujarat,Gujarat District 5,2018,Zaid,Bajra,45129,120494,2670,Tube Well,Black,11533,1427,1537,45.9,116,544038,Harvested
Telangana,Telangana District 8,2022,Zaid,Soybean,22995,76182,3313,Rain-fed,Forest,10202,2703,2516,74.3,52,348303,Harvested
Kerala,Kerala District 2,2023,Rabi,Potato,22953,79853,3479,Canal,Black,12228,3290,3663,73.2,57,338721,Harvested
West Bengal,West District 4,2022,Rabi,Pulses,31696,96514,3045,Drip,Laterite,17416,3293,3199,61.2,249,357692,Harvested
Karnataka,Karnataka District 3,2022,Rabi,Turmeric,34939,61352,1756,Tube Well,Alluvial,6940,2254,2387,78.9,141,138879,Harvested
Jharkhand,Jharkhand District 5,2018,Kharif,Bajra,48472,81432,1680,Tube Well,Arid,13494,2377,2038,20.4,201,257171,Harvested
Odisha,Odisha District 5,2020,Zaid,Banana,13334,11440,858,Canal,Black,2986,2055,2084,60.6,211,193455,Harvested
Kerala,Kerala District 7,2020,Zaid,Soybean,39354,27075,688,Drip,Forest,5287,1612,1560,22.0,59,149620,Harvested
Manipur,Manipur District 6,2022,Rabi,Maize,16450,16055,976,Tube Well,Forest,9466,1268,1322,34.8,236,186483,Harvested
Gujarat,Gujarat District 8,2020,Kharif,Tomato,31735,108914,3432,Canal,Arid,4297,2954,2991,44.8,143,227246,Harvested
Haryana,Haryana District 1,2020,Zaid,Onion,44788,36457,814,Canal,Alluvial,14514,3375,3873,59.4,238,96741,Harvested
Himachal Pradesh,Himachal District 2,2019,Rabi,Rice,6100,7161,1174,Sprinkler,Red,1822,3393,3167,26.5,190,227574,Harvested
Nagaland,Nagaland District 8,2018,Zaid,Sugarcane,6820,21053,3087,Tube Well,Red,1608,3230,3604,66.8,76,468389,Harvested
Mizoram,Mizoram District 4,2019,Zaid,Mango,42172,128371,3044,Canal,Laterite,14514,2432,3006,79.9,227,248020,Harvested
Rajasthan,Rajasthan District 6,2020,Zaid,Potato,9022,17971,1992,Drip,Alluvial,1065,3249,2780,28.9,169,69395,Harvested
Meghalaya,Meghalaya District 2,2023,Zaid,Onion,34388,38136,1109,Canal,Red,5945,3623,3126,59.5,95,402829,Harvested
Gujarat,Gujarat District 7,2022,Kharif,Turmeric,41513,78293,1886,Tube Well,Black,7402,3087,2793,77.1,187,247541,Harvested
Karnataka,Karnataka District 8,2023,Rabi,Pulses,28422,58208,2048,Sprinkler,Red,16565,2161,2336,70.9,224,315588,Harvested
Tamil Nadu,Tamil District 3,2022,Rabi,Potato,4378,6558,1498,Tube Well,Arid,2512,2689,2399,52.6,114,484433,Harvested
Haryana,Haryana District 2,2021,Kharif,Bajra,31054,36053,1161,Sprinkler,Forest,11458,2302,2828,32.9,101,165765,Failed
Assam,Assam District 8,2021,Kharif,Tomato,1855,5570,3003,Rain-fed,Alluvial,546,2939,3622,52.7,138,505989,Failed
Madhya Pradesh,Madhya District 1,2021,Kharif,Mustard,36498,43834,1201,Sprinkler,Arid,5240,2080,2193,66.5,219,139258,Harvested
Nagaland,Nagaland District 1,2018,Zaid,Mango,5734,5051,881,Drip,Alluvial,871,2112,2480,40.1,70,479385,Harvested
Tripura,Tripura District 8,2022,Zaid,Sugarcane,39603,65701,1659,Tube Well,Red,14040,3075,3077,45.0,201,465660,Harvested
Gujarat,Gujarat District 6,2018,Zaid,Tomato,31168,48029,1541,Canal,Arid,10030,1286,1553,54.7,71,143802,Harvested
Andhra Pradesh,Andhra District 7,2022,Rabi,Maize,20162,48025,2382,Tube Well,Arid,3421,1327,1201,40.3,163,138950,Harvested
Puducherry,Puducherry District 7,2023,Zaid,Potato,42842,124241,2900,Rain-fed,Arid,4705,3005,2860,23.0,174,477461,Harvested
Assam,Assam District 6,2018,Kharif,Tea,9161,26566,2900,Rain-fed,Red,2961,2807,2893,47.4,217,263039,Failed
West Bengal,West District 6,2023,Rabi,Mango,32017,105047,3281,Drip,Black,17362,2559,2536,41.2,157,527568,Harvested
Punjab,Punjab District 4,2022,Zaid,Turmeric,40091,114820,2864,Canal,Laterite,13232,1623,1659,55.2,134,493030,Harvested
Madhya Pradesh,Madhya District 7,2022,Kharif,Wheat,12451,31961,2567,Canal,Forest,3541,1253,1389,51.3,107,375457,Standing
Chhattisgarh,Chhattisgarh District 3,2019,Kharif,Cotton,7381,21176,2869,Drip,Red,1163,3279,3193,65.7,66,392459,Harvested
Uttar Pradesh,Uttar District 4,2019,Zaid,Maize,6931,16218,2340,Tube Well,Alluvial,997,2634,3180,31.7,246,258510,Harvested
Jammu & Kashmir,Jammu District 8,2020,Kharif,Bajra,19171,47505,2478,Tube Well,Laterite,10495,1129,1081,65.8,166,304141,Standing
Meghalaya,Meghalaya District 5,2021,Rabi,Jowar,19417,37901,1952,Canal,Laterite,10078,3435,3831,41.5,106,106300,Harvested
Manipur,Manipur District 7,2019,Zaid,Mango,39438,88025,2232,Rain-fed,Black,16410,3303,3004,38.1,246,491385,Standing
Haryana,Haryana District 4,2021,Rabi,Sugarcane,13412,24892,1856,Canal,Laterite,3341,1954,2105,74.3,84,420447,Harvested
Odisha,Odisha District 4,2021,Kharif,Onion,32882,79146,2407,Rain-fed,Laterite,12200,2169,2300,26.8,132,323041,Standing
Mizoram,Mizoram District 8,2018,Rabi,Ginger,1016,604,595,Canal,Arid,503,1772,1510,27.7,190,317401,Harvested
Gujarat,Gujarat District 6,2021,Kharif,Tea,20989,72160,3438,Canal,Laterite,7532,3619,3783,39.0,243,453762,Harvested
Uttarakhand,Uttarakhand District 7,2018,Rabi,Groundnut,12307,10448,849,Canal,Forest,6076,900,813,26.8,92,198492,Harvested
Madhya Pradesh,Madhya District 1,2020,Kharif,Jowar,8667,21234,2450,Sprinkler,Forest,1488,3250,3226,46.6,88,365667,Harvested
Karnataka,Karnataka District 5,2023,Zaid,Maize,33553,35264,1051,Rain-fed,Red,7034,3326,3164,58.6,216,145588,Harvested
Ladakh,Ladakh District 5,2018,Kharif,Tea,38051,99959,2627,Drip,Black,19468,2181,2628,56.4,106,137642,Harvested
Puducherry,Puducherry District 3,2018,Kharif,Mango,48453,140755,2905,Tube Well,Black,28942,2367,2267,70.6,177,406745,Harvested
Sikkim,Sikkim District 7,2023,Rabi,Rice,27996,87571,3128,Rain-fed,Arid,12135,1280,1348,46.7,226,202149,Harvested
Delhi,Delhi District 1,2021,Zaid,Tomato,757,2242,2963,Canal,Red,441,1782,2197,74.0,213,304343,Harvested
Andhra Pradesh,Andhra District 6,2018,Rabi,Mustard,10790,12386,1148,Sprinkler,Arid,3594,1252,1173,53.3,194,504014,Harvested
Kerala,Kerala District 6,2021,Kharif,Tomato,17577,55420,3153,Canal,Laterite,7711,3461,3900,37.2,235,65949,Harvested
Punjab,Punjab District 7,2020,Kharif,Jowar,46054,136181,2957,Canal,Black,13665,1318,1331,64.3,95,84160,Harvested
Andhra Pradesh,Andhra District 6,2018,Kharif,Tomato,34969,75253,2152,Canal,Arid,5270,1154,1415,61.6,125,262903,Harvested
Madhya Pradesh,Madhya District 2,2020,Zaid,Maize,26148,46700,1786,Sprinkler,Red,3015,2955,3070,40.1,242,174249,Standing
Tamil Nadu,Tamil District 2,2023,Rabi,Wheat,15619,51042,3268,Rain-fed,Red,5444,1873,1910,57.0,243,268614,Standing
Sikkim,Sikkim District 1,2023,Rabi,Soybean,30589,60046,1963,Rain-fed,Red,16630,2975,3172,62.8,55,469215,Harvested
Nagaland,Nagaland District 3,2021,Kharif,Jowar,12373,15763,1274,Sprinkler,Laterite,6438,3644,3274,75.9,132,522326,Harvested
Jharkhand,Jharkhand District 2,2023,Zaid,Pulses,47082,127498,2708,Rain-fed,Alluvial,12161,3370,3419,77.9,172,481934,Harvested
Ladakh,Ladakh District 1,2021,Rabi,Ginger,17662,8866,502,Drip,Laterite,1868,2614,2667,26.5,99,102606,Harvested
Jammu & Kashmir,Jammu District 3,2022,Zaid,Onion,21544,51834,2406,Tube Well,Arid,5708,1506,1667,68.2,195,426319,Harvested
Chandigarh,Chandigarh District 6,2020,Kharif,Wheat,48741,110788,2273,Tube Well,Forest,15339,2314,2126,37.4,200,413128,Harvested
Himachal Pradesh,Himachal District 2,2022,Zaid,Sugarcane,12670,33550,2648,Drip,Black,4622,1913,1871,72.3,164,474499,Harvested
Bihar,Bihar District 3,2023,Rabi,Cotton,40599,23141,570,Drip,Red,11629,3374,3141,67.4,71,543170,Harvested
Meghalaya,Meghalaya District 7,2022,Kharif,Pulses,18142,18704,1031,Drip,Red,9032,3196,3418,78.2,102,507857,Harvested
Arunachal Pradesh,Arunachal District 6,2020,Kharif,Mango,2131,4511,2117,Drip,Arid,827,2381,2414,25.6,247,495851,Harvested
Bihar,Bihar District 1,2023,Zaid,Wheat,45253,47470,1049,Drip,Red,5580,2935,2671,42.8,232,332935,Failed
Haryana,Haryana District 5,2021,Kharif,Pulses,17778,16053,903,Drip,Forest,4815,3425,3640,39.9,204,517929,Harvested
Sikkim,Sikkim District 3,2023,Kharif,Pulses,45728,109427,2393,Rain-fed,Red,9923,1380,1431,56.9,125,293299,Standing
Odisha,Odisha District 4,2021,Zaid,Sugarcane,9994,19168,1918,Tube Well,Red,2873,3582,3822,51.4,106,443690,Harvested
Nagaland,Nagaland District 2,2019,Kharif,Tea,23644,60670,2566,Tube Well,Arid,2778,1431,1505,29.4,179,183602,Harvested
Sikkim,Sikkim District 8,2019,Kharif,Groundnut,26917,42636,1584,Tube Well,Red,7205,1343,1324,30.9,246,169784,Harvested
Sikkim,Sikkim District 5,2021,Rabi,Turmeric,36394,90147,2477,Sprinkler,Alluvial,3889,2555,3041,20.6,182,489906,Harvested
Andhra Pradesh,Andhra District 5,2021,Kharif,Potato,31928,47508,1488,Sprinkler,Black,4338,3423,3671,62.1,173,73198,Harvested
Maharashtra,Maharashtra District 8,2022,Zaid,Mustard,38171,77601,2033,Rain-fed,Laterite,10066,3592,4036,29.1,105,244910,Harvested
Himachal Pradesh,Himachal District 1,2021,Kharif,Jowar,41029,41931,1022,Rain-fed,Arid,16591,977,878,54.8,138,245607,Standing
Odisha,Odisha District 2,2018,Rabi,Maize,2543,1505,592,Tube Well,Red,879,2479,2377,63.1,131,268184,Harvested
Uttar Pradesh,Uttar District 2,2018,Zaid,Groundnut,12419,26191,2109,Sprinkler,Alluvial,7152,3115,3078,77.6,212,74743,Failed
Maharashtra,Maharashtra District 8,2019,Kharif,Tea,21499,13931,648,Canal,Arid,2942,1182,1376,52.0,241,84510,Harvested
Nagaland,Nagaland District 3,2023,Zaid,Soybean,25477,58444,2294,Sprinkler,Laterite,3744,1892,1984,25.1,73,178707,Harvested
Kerala,Kerala District 5,2023,Zaid,Tomato,46753,55449,1186,Rain-fed,Alluvial,26780,2568,3070,35.6,223,200583,Harvested
Delhi,Delhi District 5,2019,Kharif,Sunflower,10523,16920,1608,Drip,Arid,4982,1064,1285,36.2,103,169809,Standing
Chandigarh,Chandigarh District 8,2018,Kharif,Cotton,11670,26654,2284,Canal,Black,6963,1314,1582,41.9,107,220728,Standing
Sikkim,Sikkim District 6,2021,Zaid,Rice,38778,90430,2332,Canal,Black,11170,920,1073,76.4,124,368981,Harvested
Bihar,Bihar District 8,2019,Kharif,Soybean,28576,69582,2435,Canal,Arid,14172,1629,1969,72.7,86,183073,Harvested
Chhattisgarh,Chhattisgarh District 1,2019,Rabi,Soybean,40388,100808,2496,Canal,Red,13892,2918,2822,28.4,215,535725,Harvested
Tripura,Tripura District 6,2020,Kharif,Rice,15522,42095,2712,Tube Well,Laterite,3301,1208,1061,32.6,120,309682,Failed
Ladakh,Ladakh District 1,2018,Kharif,Banana,3368,1825,542,Rain-fed,Red,1579,3215,3682,53.1,199,531887,Harvested
Tamil Nadu,Tamil District 1,2019,Zaid,Maize,12689,6458,509,Canal,Arid,5759,2021,2423,20.3,100,80710,Harvested
Nagaland,Nagaland District 6,2018,Kharif,Ginger,12304,28619,2326,Canal,Laterite,4628,2726,2715,27.1,247,262690,Harvested
Himachal Pradesh,Himachal District 3,2021,Rabi,Pulses,12686,43627,3439,Drip,Arid,4476,1093,935,73.2,122,415187,Harvested
Punjab,Punjab District 7,2018,Zaid,Tea,45146,86274,1911,Sprinkler,Arid,16801,1352,1330,45.3,172,494725,Harvested
Bihar,Bihar District 5,2019,Rabi,Onion,14974,9523,636,Canal,Alluvial,8498,1482,1393,22.2,170,307083,Harvested
Puducherry,Puducherry District 3,2022,Kharif,Ginger,29257,31100,1063,Sprinkler,Red,7945,2024,2158,46.0,85,83529,Standing
Rajasthan,Rajasthan District 1,2019,Rabi,Pulses,4235,4192,990,Rain-fed,Black,1518,3712,4508,72.1,109,425690,Harvested
Chandigarh,Chandigarh District 2,2019,Kharif,Sunflower,6699,8018,1197,Rain-fed,Laterite,2426,1689,2093,20.5,209,149057,Harvested
Odisha,Odisha District 5,2018,Rabi,Rice,20148,56031,2781,Rain-fed,Red,10102,3637,3900,27.2,116,280361,Harvested
Haryana,Haryana District 6,2022,Kharif,Jowar,30915,31626,1023,Drip,Arid,16861,2997,2919,34.0,139,212184,Harvested
West Bengal,West District 7,2020,Zaid,Tea,22406,27559,1230,Drip,Arid,2619,3550,3999,45.9,209,477502,Harvested
Maharashtra,Maharashtra District 1,2020,Zaid,Turmeric,15113,23319,1543,Canal,Forest,5991,1702,1824,50.3,91,313538,Harvested
Himachal Pradesh,Himachal District 8,2020,Zaid,Mango,6212,11554,1860,Drip,Alluvial,3007,2282,2770,42.4,151,350838,Harvested
Bihar,Bihar District 2,2019,Kharif,Soybean,37106,125158,3373,Rain-fed,Red,6556,1006,965,58.0,188,238669,Harvested
Karnataka,Karnataka District 4,2020,Zaid,Ginger,33716,24578,729,Rain-fed,Alluvial,11701,1869,1716,72.0,205,508836,Standing
Kerala,Kerala District 5,2022,Rabi,Groundnut,11305,12480,1104,Tube Well,Laterite,2648,3185,3759,52.8,132,407495,Harvested
Nagaland,Nagaland District 3,2022,Rabi,Tea,28521,20820,730,Drip,Forest,11145,3635,4331,37.4,140,246448,Harvested
Karnataka,Karnataka District 2,2022,Zaid,Pulses,43105,59096,1371,Canal,Forest,12662,3739,4527,44.7,153,539035,Standing
Haryana,Haryana District 8,2018,Kharif,Tomato,30421,59351,1951,Canal,Arid,3640,955,851,62.6,91,203468,Harvested
West Bengal,West District 4,2022,Zaid,Turmeric,9938,30897,3109,Canal,Laterite,1356,3613,4012,79.5,99,55355,Harvested
Bihar,Bihar District 2,2022,Rabi,Ginger,33331,33630,1009,Tube Well,Black,11440,3538,3795,76.9,187,142920,Harvested
Telangana,Telangana District 3,2021,Zaid,Tomato,16858,55631,3300,Rain-fed,Arid,3687,3461,3948,22.5,133,360534,Harvested
Gujarat,Gujarat District 7,2021,Kharif,Tea,31377,31659,1009,Sprinkler,Forest,6471,3143,2994,32.3,159,461423,Harvested
Uttar Pradesh,Uttar District 2,2020,Rabi,Jowar,10917,27074,2480,Canal,Black,1870,2998,2770,46.3,112,515551,Harvested
Jharkhand,Jharkhand District 1,2019,Kharif,Tomato,42978,49381,1149,Drip,Laterite,20358,2401,2857,52.9,116,213421,Harvested
Assam,Assam District 8,2021,Kharif,Mustard,15290,37858,2476,Rain-fed,Alluvial,3967,2197,2529,71.6,96,181819,Harvested
Chhattisgarh,Chhattisgarh District 6,2020,Rabi,Pulses,39792,118182,2970,Rain-fed,Red,20378,994,1064,57.4,83,72509,Harvested
Bihar,Bihar District 2,2018,Zaid,Rice,651,1742,2676,Tube Well,Red,86,2472,2220,47.2,157,529616,Harvested
Karnataka,Karnataka District 8,2021,Zaid,Mango,43822,22568,515,Tube Well,Forest,12476,3127,3116,28.3,107,486860,Harvested
Madhya Pradesh,Madhya District 8,2019,Rabi,Tea,46029,75579,1642,Drip,Arid,10877,1831,2230,74.7,245,484881,Harvested
Andhra Pradesh,Andhra District 6,2020,Rabi,Jowar,26007,37970,1460,Sprinkler,Laterite,8078,1065,1097,62.9,59,473222,Harvested
Jharkhand,Jharkhand District 4,2023,Rabi,Wheat,16089,16362,1017,Canal,Alluvial,7542,1237,1285,39.4,232,72095,Harvested
Odisha,Odisha District 2,2023,Rabi,Bajra,36940,25968,703,Rain-fed,Alluvial,19551,2625,3076,44.5,233,490238,Harvested
Delhi,Delhi District 8,2018,Zaid,Tomato,1208,2225,1842,Canal,Alluvial,691,1894,2068,26.7,95,277861,Failed
Jharkhand,Jharkhand District 4,2023,Zaid,Potato,3759,7277,1936,Tube Well,Red,653,2202,1912,37.3,63,302107,Failed
Ladakh,Ladakh District 3,2020,Zaid,Turmeric,36769,100011,2720,Canal,Forest,4842,1371,1683,59.2,99,78691,Harvested
Nagaland,Nagaland District 7,2018,Kharif,Mango,38253,57111,1493,Drip,Red,9846,1561,1873,52.3,239,261331,Harvested
Assam,Assam District 8,2018,Kharif,Onion,43582,130135,2986,Sprinkler,Black,24282,2257,2274,74.7,168,464862,Harvested
Himachal Pradesh,Himachal District 1,2019,Rabi,Jowar,24913,63179,2536,Rain-fed,Forest,9092,2256,2213,45.9,201,294151,Harvested
Tamil Nadu,Tamil District 1,2022,Zaid,Onion,33120,52197,1576,Drip,Black,4724,3532,3697,37.6,59,454149,Harvested
West Bengal,West District 6,2021,Kharif,Sugarcane,22891,26301,1149,Sprinkler,Arid,9717,1200,1392,64.8,166,520604,Harvested
Chandigarh,Chandigarh District 3,2020,Zaid,Jowar,50382,34058,676,Rain-fed,Black,14850,1779,1634,50.0,230,157445,Harvested
Assam,Assam District 6,2019,Kharif,Tomato,25490,85238,3344,Canal,Alluvial,4606,1428,1280,55.6,66,147289,Harvested
Madhya Pradesh,Madhya District 4,2019,Rabi,Bajra,47149,129895,2755,Rain-fed,Black,27078,3129,3452,75.9,233,267846,Harvested
Punjab,Punjab District 2,2018,Kharif,Onion,11422,27504,2408,Drip,Forest,1591,1435,1679,76.8,126,509909,Standing
Goa,Goa District 5,2020,Zaid,Tea,2785,8686,3119,Sprinkler,Alluvial,867,3594,4182,36.1,119,346282,Standing
Punjab,Punjab District 2,2023,Kharif,Pulses,26509,15481,584,Canal,Red,13711,2843,3074,40.1,169,122738,Harvested
Meghalaya,Meghalaya District 4,2021,Zaid,Jowar,35401,19505,551,Canal,Arid,8031,2614,2364,75.3,204,162152,Standing
Sikkim,Sikkim District 5,2019,Zaid,Banana,18590,60027,3229,Tube Well,Arid,7146,2412,2088,55.7,176,146424,Harvested
Tripura,Tripura District 4,2021,Rabi,Turmeric,28062,39763,1417,Rain-fed,Black,9813,1315,1511,70.3,127,256494,Harvested
Chhattisgarh,Chhattisgarh District 5,2022,Zaid,Pulses,22201,23288,1049,Tube Well,Black,11248,2263,2710,68.3,87,88718,Failed
Uttar Pradesh,Uttar District 5,2022,Rabi,Maize,42842,149732,3495,Rain-fed,Arid,5688,1117,981,59.6,219,536425,Harvested
Gujarat,Gujarat District 7,2023,Kharif,Sunflower,31249,94871,3036,Rain-fed,Laterite,17452,1305,1464,71.3,196,451882,Failed
Goa,Goa District 2,2018,Kharif,Maize,3066,2977,971,Drip,Black,869,3359,3000,62.5,125,190553,Harvested
Goa,Goa District 1,2020,Kharif,Cotton,12383,40195,3246,Drip,Forest,4309,3551,4197,48.3,170,349412,Failed
Kerala,Kerala District 8,2018,Zaid,Mustard,37519,78602,2095,Tube Well,Red,7120,3752,3871,49.6,112,228672,Harvested
Nagaland,Nagaland District 8,2018,Kharif,Cotton,18520,50689,2737,Rain-fed,Arid,2547,1772,1850,78.3,172,122624,Harvested
Goa,Goa District 4,2020,Kharif,Groundnut,30601,70076,2290,Tube Well,Forest,15667,2718,2959,23.6,110,492208,Harvested
Arunachal Pradesh,Arunachal District 7,2023,Kharif,Pulses,46334,107772,2326,Drip,Alluvial,16334,2270,2682,48.0,182,208245,Harvested
Arunachal Pradesh,Arunachal District 8,2023,Zaid,Jowar,14234,47997,3372,Sprinkler,Red,5775,1287,1407,60.3,90,145546,Harvested
Haryana,Haryana District 8,2020,Rabi,Tea,28613,79601,2782,Canal,Arid,13368,3642,4306,78.7,208,123576,Standing
Karnataka,Karnataka District 4,2022,Kharif,Sugarcane,18934,36031,1903,Drip,Arid,9873,2601,2654,51.7,137,114421,Harvested
Karnataka,Karnataka District 2,2020,Kharif,Mustard,30198,55292,1831,Canal,Forest,4051,1083,1002,25.6,75,305722,Harvested
Manipur,Manipur District 1,2021,Zaid,Onion,4753,5950,1252,Rain-fed,Arid,967,1250,1530,60.5,182,191947,Harvested
Goa,Goa District 1,2019,Zaid,Groundnut,41180,130787,3176,Sprinkler,Forest,14230,1553,1671,58.8,114,301243,Harvested
Himachal Pradesh,Himachal District 1,2020,Kharif,Maize,24553,44931,1830,Sprinkler,Laterite,11843,3726,4189,54.4,199,496815,Harvested
Meghalaya,Meghalaya District 5,2019,Zaid,Sugarcane,728,1373,1887,Tube Well,Laterite,244,2386,2518,43.7,248,169958,Harvested
Haryana,Haryana District 1,2021,Rabi,Turmeric,21256,31055,1461,Drip,Alluvial,2983,1294,1529,29.0,199,117863,Harvested
Uttarakhand,Uttarakhand District 7,2023,Rabi,Tea,49211,151569,3080,Sprinkler,Arid,15772,802,936,67.8,247,327672,Harvested
Gujarat,Gujarat District 2,2021,Zaid,Rice,22650,14790,653,Sprinkler,Forest,9679,1842,1974,31.7,162,322648,Harvested
Jammu & Kashmir,Jammu District 2,2019,Kharif,Turmeric,8555,6364,744,Canal,Laterite,4012,1622,1851,66.2,146,143933,Harvested
Arunachal Pradesh,Arunachal District 5,2023,Kharif,Banana,15616,12602,807,Drip,Arid,3608,1144,1139,69.3,67,342149,Harvested
Kerala,Kerala District 4,2019,Zaid,Turmeric,44534,147496,3312,Rain-fed,Red,14481,3059,3457,35.6,113,347218,Harvested
Arunachal Pradesh,Arunachal District 4,2018,Kharif,Pulses,31495,49006,1556,Tube Well,Black,15318,2305,2826,49.1,115,226973,Harvested
Chhattisgarh,Chhattisgarh District 6,2021,Rabi,Groundnut,23464,47538,2026,Rain-fed,Alluvial,3609,3394,3394,21.0,146,242011,Harvested
Maharashtra,Maharashtra District 2,2018,Rabi,Rice,25184,23446,931,Drip,Black,4075,2070,2389,65.0,108,274293,Harvested
Jammu & Kashmir,Jammu District 8,2021,Kharif,Tomato,40052,129768,3240,Canal,Forest,21095,2990,2932,62.5,127,452925,Harvested
Ladakh,Ladakh District 7,2023,Zaid,Potato,43098,127052,2948,Tube Well,Alluvial,12606,1345,1244,57.1,176,357694,Harvested
West Bengal,West District 7,2020,Zaid,Onion,34413,82694,2403,Drip,Forest,8095,1493,1604,44.6,83,346296,Standing
Odisha,Odisha District 2,2019,Rabi,Mango,12816,35461,2767,Tube Well,Black,7036,3104,3258,28.7,105,504929,Harvested
Goa,Goa District 5,2022,Zaid,Banana,8096,22320,2757,Sprinkler,Laterite,4309,3740,3841,56.0,190,191463,Harvested
Haryana,Haryana District 7,2019,Zaid,Ginger,28458,17786,625,Rain-fed,Black,9369,2525,2883,27.6,158,432822,Harvested
Ladakh,Ladakh District 6,2018,Rabi,Mustard,41494,84564,2038,Drip,Black,7055,3529,3444,74.6,154,546597,Failed
Punjab,Punjab District 8,2020,Kharif,Tomato,48673,158868,3264,Rain-fed,Forest,25041,983,1115,56.2,158,461906,Harvested
Himachal Pradesh,Himachal District 4,2018,Kharif,Soybean,20142,49247,2445,Drip,Forest,6319,3354,3927,42.0,150,124327,Harvested
Meghalaya,Meghalaya District 8,2021,Rabi,Pulses,20821,20321,976,Tube Well,Laterite,10931,1399,1557,55.5,72,379437,Standing
