State,District,Year,Quarter,Disease,Cases,Deaths,CFR,Hospitals,Beds,Doctors,Nurses,HealthFacility,VaccinationCoverage,SanitationCoverage,Status
Chandigarh,Chandigarh District 2,2022,Q3,Hepatitis B,1857,51,2.75,51,1019,474,1368,Urban PHC,67.6,58.5,Active
Delhi,Delhi District 6,2018,Q2,Filariasis,3269,99,3.03,47,1289,330,568,Sub-Centre,55.7,79.4,Contained
Telangana,Telangana District 6,2023,Q3,Pneumonia,2767,34,1.23,33,857,330,633,Primary Health Centre,71.3,49.0,Contained
Sikkim,Sikkim District 8,2019,Q2,Filariasis,8000,242,3.02,12,315,36,106,Community Health Centre,58.9,48.3,Active
Himachal Pradesh,Himachal District 7,2022,Q4,Chikungunya,153,0,0.00,40,694,259,694,Urban PHC,85.9,61.4,Active
Himachal Pradesh,Himachal District 2,2022,Q3,Typhoid,7051,274,3.89,10,295,106,123,Primary Health Centre,77.7,73.6,Contained
Bihar,Bihar District 3,2022,Q3,COVID-19,1080,11,1.02,19,543,196,354,Sub-Centre,81.9,50.1,Active
Delhi,Delhi District 5,2019,Q4,Kala-azar,2291,88,3.84,33,489,123,324,Urban PHC,94.1,41.2,Contained
Meghalaya,Meghalaya District 2,2018,Q1,Leptospirosis,416,16,3.85,41,611,116,263,District Hospital,73.1,44.1,Active
Karnataka,Karnataka District 5,2019,Q4,Filariasis,945,2,0.21,49,1318,278,649,Urban PHC,91.6,74.6,Contained
West Bengal,West District 5,2019,Q1,Tuberculosis,1376,12,0.87,42,874,339,648,District Hospital,84.1,47.5,Contained
Goa,Goa District 8,2023,Q2,Tuberculosis,5098,135,2.65,45,1036,135,201,District Hospital,62.0,72.4,Contained
Uttarakhand,Uttarakhand District 7,2018,Q3,COVID-19,1681,45,2.68,37,702,221,230,Sub-Centre,66.1,61.8,Active
Gujarat,Gujarat District 2,2021,Q1,Cholera,6701,135,2.01,5,86,23,40,Primary Health Centre,70.3,57.5,Active
Uttarakhand,Uttarakhand District 6,2023,Q1,Typhoid,6935,56,0.81,7,169,25,36,Primary Health Centre,70.5,49.2,Contained
Meghalaya,Meghalaya District 3,2021,Q4,Leptospirosis,3081,123,3.99,39,647,96,100,District Hospital,84.4,64.0,Active
Chhattisgarh,Chhattisgarh District 3,2018,Q1,Tuberculosis,7875,237,3.01,29,492,241,373,Sub-Centre,79.0,53.5,Active
Chandigarh,Chandigarh District 6,2019,Q1,Typhoid,5469,194,3.55,24,308,93,156,Community Health Centre,55.5,75.5,Active
Himachal Pradesh,Himachal District 8,2018,Q1,Dengue,8666,199,2.30,34,513,147,337,Community Health Centre,71.1,71.0,Active
Puducherry,Puducherry District 5,2020,Q4,Leptospirosis,2077,66,3.18,26,561,121,289,District Hospital,94.4,70.1,Contained
Maharashtra,Maharashtra District 7,2019,Q2,COVID-19,7007,4,0.06,39,525,230,458,Community Health Centre,66.2,46.2,Contained
Gujarat,Gujarat District 4,2019,Q3,Tuberculosis,6612,162,2.45,42,1031,373,383,Primary Health Centre,57.2,74.9,Active
Meghalaya,Meghalaya District 1,2022,Q4,Dengue,2036,14,0.69,42,1222,418,1093,Sub-Centre,88.0,40.9,Active
Arunachal Pradesh,Arunachal District 3,2023,Q4,Chikungunya,4651,47,1.01,53,704,334,732,Urban PHC,55.9,77.0,Active
Madhya Pradesh,Madhya District 8,2020,Q2,Dengue,5954,251,4.22,26,677,326,561,Urban PHC,59.3,57.6,Contained
Jammu & Kashmir,Jammu District 3,2021,Q3,COVID-19,5921,70,1.18,16,392,140,196,Community Health Centre,64.8,71.8,Active
Haryana,Haryana District 2,2021,Q3,Tuberculosis,3727,64,1.72,48,890,252,485,District Hospital,66.8,74.2,Active
Himachal Pradesh,Himachal District 4,2021,Q3,Malaria,4314,110,2.55,18,275,62,115,Urban PHC,74.8,75.0,Active
Madhya Pradesh,Madhya District 3,2023,Q3,Cholera,8840,362,4.10,38,886,309,471,Urban PHC,81.3,68.0,Active
Tamil Nadu,Tamil District 4,2019,Q2,Malaria,6310,17,0.27,51,726,137,296,Urban PHC,72.6,44.3,Active
Chhattisgarh,Chhattisgarh District 3,2023,Q3,Filariasis,1413,34,2.41,19,199,67,146,Primary Health Centre,68.3,71.7,Active
Mizoram,Mizoram District 8,2022,Q4,Tuberculosis,922,4,0.43,27,421,153,446,Community Health Centre,58.0,41.2,Contained
Tripura,Tripura District 3,2018,Q3,Cholera,6857,145,2.11,5,89,29,29,District Hospital,94.8,79.6,Contained
Nagaland,Nagaland District 7,2019,Q2,Japanese Encephalitis,248,11,4.44,33,450,183,210,Sub-Centre,61.2,41.3,Active
Meghalaya,Meghalaya District 1,2022,Q3,COVID-19,4172,95,2.28,6,146,56,126,Urban PHC,93.1,46.4,Contained
Manipur,Manipur District 4,2023,Q4,COVID-19,6455,282,4.37,31,542,98,238,District Hospital,85.3,57.2,Contained
Kerala,Kerala District 4,2022,Q1,Kala-azar,8694,47,0.54,26,702,300,744,Urban PHC,91.4,44.7,Contained
Jammu & Kashmir,Jammu District 7,2018,Q4,Cholera,794,18,2.27,19,212,73,140,Primary Health Centre,79.6,58.1,Active
Jharkhand,Jharkhand District 1,2019,Q2,Dengue,3093,74,2.39,48,1331,484,1070,Primary Health Centre,79.1,49.9,Active
Himachal Pradesh,Himachal District 7,2018,Q2,Leptospirosis,1276,55,4.31,31,491,223,541,District Hospital,84.3,52.7,Active
Maharashtra,Maharashtra District 5,2018,Q4,Hepatitis B,6030,210,3.48,49,1450,252,608,Community Health Centre,68.0,53.1,Active
Jammu & Kashmir,Jammu District 2,2019,Q2,Chikungunya,8241,97,1.18,41,1008,206,562,District Hospital,73.6,72.8,Contained
Goa,Goa District 4,2023,Q4,Typhoid,4545,38,0.84,18,202,67,186,Urban PHC,74.4,79.6,Active
Punjab,Punjab District 8,2019,Q2,Filariasis,799,3,0.38,34,406,53,106,Sub-Centre,89.6,51.3,Active
Jammu & Kashmir,Jammu District 7,2019,Q3,Malaria,4137,203,4.91,14,211,85,100,Urban PHC,76.1,58.3,Contained
Nagaland,Nagaland District 6,2021,Q2,Typhoid,536,6,1.12,54,745,351,706,Sub-Centre,78.9,43.3,Active
Odisha,Odisha District 4,2023,Q1,Hepatitis B,3127,120,3.84,39,434,157,185,Community Health Centre,76.0,58.4,Active
West Bengal,West District 4,2022,Q1,Pneumonia,2755,43,1.56,7,113,31,87,Primary Health Centre,85.4,58.2,Active
Uttarakhand,Uttarakhand District 1,2022,Q3,Tuberculosis,3637,152,4.18,48,753,213,521,Community Health Centre,61.2,40.2,Active
Chandigarh,Chandigarh District 7,2022,Q4,COVID-19,7845,84,1.07,8,99,29,66,Sub-Centre,56.3,60.6,Contained
Jharkhand,Jharkhand District 1,2020,Q3,Pneumonia,7688,148,1.93,28,606,71,156,Primary Health Centre,81.7,73.4,Active
Manipur,Manipur District 5,2018,Q3,Pneumonia,3697,44,1.19,44,1255,451,1016,Primary Health Centre,93.4,69.0,Active
Uttarakhand,Uttarakhand District 3,2023,Q4,Cholera,7681,374,4.87,21,310,46,58,Urban PHC,55.9,59.6,Contained
Chhattisgarh,Chhattisgarh District 6,2019,Q2,Kala-azar,8323,179,2.15,41,993,300,584,Community Health Centre,61.7,65.5,Contained
Puducherry,Puducherry District 6,2021,Q2,Kala-azar,9012,71,0.79,52,1064,472,615,Community Health Centre,72.4,69.8,Active
Tamil Nadu,Tamil District 1,2020,Q2,Dengue,4196,60,1.43,24,700,234,540,Sub-Centre,73.4,79.6,Active
Madhya Pradesh,Madhya District 5,2022,Q3,Hepatitis B,1681,65,3.87,27,640,97,130,Primary Health Centre,93.1,73.2,Contained
Ladakh,Ladakh District 6,2018,Q3,Japanese Encephalitis,4913,37,0.75,29,452,199,507,Urban PHC,77.4,72.2,Contained
Nagaland,Nagaland District 4,2018,Q1,Malaria,9057,265,2.93,29,443,110,208,Primary Health Centre,93.6,44.7,Active
Sikkim,Sikkim District 3,2019,Q3,Chikungunya,6306,54,0.86,54,1303,603,1321,Sub-Centre,70.0,78.3,Active
Telangana,Telangana District 1,2021,Q4,Dengue,4624,192,4.15,51,1392,449,1221,Urban PHC,77.3,71.0,Active
Andhra Pradesh,Andhra District 4,2022,Q2,Leptospirosis,1281,8,0.62,18,520,254,487,Community Health Centre,84.6,67.2,Active
Puducherry,Puducherry District 5,2019,Q3,Pneumonia,2202,42,1.91,23,243,108,255,Primary Health Centre,63.0,48.7,Active
Sikkim,Sikkim District 8,2021,Q4,Hepatitis B,8794,240,2.73,9,123,55,162,Sub-Centre,75.1,66.7,Active
Uttar Pradesh,Uttar District 8,2021,Q3,Malaria,8415,280,3.33,25,274,90,112,Urban PHC,72.3,44.7,Active
Gujarat,Gujarat District 7,2022,Q1,Hepatitis B,6198,119,1.92,19,517,56,90,Primary Health Centre,56.0,55.0,Active
Meghalaya,Meghalaya District 4,2018,Q3,Japanese Encephalitis,6197,79,1.27,27,751,145,321,Primary Health Centre,69.3,60.4,Contained
Odisha,Odisha District 2,2023,Q1,Hepatitis B,9007,365,4.05,12,267,105,154,Community Health Centre,87.2,77.0,Active
Jharkhand,Jharkhand District 1,2018,Q1,Diarrhoea,7441,63,0.85,35,535,224,474,Community Health Centre,71.6,77.5,Active
Puducherry,Puducherry District 3,2023,Q2,Chikungunya,3143,156,4.96,12,150,62,72,Primary Health Centre,89.1,44.5,Contained
Goa,Goa District 5,2023,Q2,Malaria,4305,25,0.58,6,87,11,11,Urban PHC,80.4,63.6,Active
Goa,Goa District 4,2018,Q2,Leptospirosis,4101,74,1.80,16,269,43,128,Urban PHC,70.1,59.0,Contained
Puducherry,Puducherry District 1,2021,Q4,Japanese Encephalitis,3689,13,0.35,31,415,112,312,Primary Health Centre,57.8,41.8,Active
Tamil Nadu,Tamil District 3,2021,Q2,Cholera,6731,202,3.00,12,167,40,60,District Hospital,85.1,60.3,Contained
Delhi,Delhi District 8,2018,Q3,Leptospirosis,8877,91,1.03,31,386,43,82,Sub-Centre,92.6,71.4,Active
Jammu & Kashmir,Jammu District 6,2019,Q2,Chikungunya,3416,156,4.57,47,1165,142,276,District Hospital,91.7,65.1,Active
Arunachal Pradesh,Arunachal District 7,2021,Q3,Cholera,7385,199,2.69,36,537,230,486,Community Health Centre,74.1,46.8,Active
Tamil Nadu,Tamil District 2,2020,Q1,Leptospirosis,7458,197,2.64,24,342,36,99,District Hospital,79.3,46.4,Active
Andhra Pradesh,Andhra District 3,2022,Q4,Cholera,4576,194,4.24,42,1007,461,767,Community Health Centre,64.8,54.0,Active
Puducherry,Puducherry District 7,2019,Q3,Malaria,8942,119,1.33,18,403,139,383,Community Health Centre,78.6,55.6,Active
Maharashtra,Maharashtra District 5,2019,Q3,Cholera,7341,114,1.55,21,436,125,148,Sub-Centre,91.0,76.3,Active
Telangana,Telangana District 4,2021,Q1,Pneumonia,2516,20,0.79,50,648,229,527,Primary Health Centre,84.2,59.0,Active
Telangana,Telangana District 5,2022,Q3,Kala-azar,1643,62,3.77,34,352,105,257,Primary Health Centre,70.9,43.1,Active
West Bengal,West District 7,2023,Q3,Kala-azar,4243,42,0.99,38,1121,367,485,Community Health Centre,73.6,48.2,Active
Madhya Pradesh,Madhya District 3,2018,Q3,Tuberculosis,1409,43,3.05,27,335,117,221,Primary Health Centre,77.2,64.8,Active
Bihar,Bihar District 7,2019,Q3,Diarrhoea,4815,127,2.64,30,731,97,271,Community Health Centre,58.4,54.6,Active
West Bengal,West District 3,2018,Q2,Dengue,581,7,1.20,35,614,304,748,Sub-Centre,77.4,66.0,Active
Goa,Goa District 1,2021,Q3,Pneumonia,6467,239,3.70,29,370,148,253,Community Health Centre,85.2,62.9,Active
Uttarakhand,Uttarakhand District 7,2019,Q4,Chikungunya,1260,14,1.11,34,463,111,312,District Hospital,60.9,64.6,Active
Mizoram,Mizoram District 6,2020,Q3,Typhoid,8852,348,3.93,48,1151,516,1174,Primary Health Centre,87.0,55.0,Contained
Goa,Goa District 8,2019,Q2,Diarrhoea,3261,7,0.21,24,425,103,280,District Hospital,88.7,61.5,Contained
Assam,Assam District 8,2022,Q2,Malaria,4125,176,4.27,29,485,207,246,Community Health Centre,78.4,73.3,Active
Rajasthan,Rajasthan District 7,2018,Q2,Dengue,7491,69,0.92,35,891,298,862,Sub-Centre,68.5,64.7,Contained
Andhra Pradesh,Andhra District 4,2022,Q4,COVID-19,4098,195,4.76,25,721,200,348,Community Health Centre,86.7,46.8,Active
Ladakh,Ladakh District 4,2020,Q3,Tuberculosis,2804,136,4.85,42,902,266,732,Community Health Centre,60.3,66.0,Active
Telangana,Telangana District 3,2019,Q1,Filariasis,6408,248,3.87,18,402,49,134,Primary Health Centre,93.2,75.5,Contained
Madhya Pradesh,Madhya District 5,2019,Q1,Malaria,3333,127,3.81,52,720,225,501,Community Health Centre,94.6,67.8,Active
Chandigarh,Chandigarh District 5,2020,Q2,Kala-azar,4225,135,3.20,9,171,66,144,Community Health Centre,84.8,53.2,Active
Sikkim,Sikkim District 2,2020,Q1,COVID-19,128,1,0.78,21,622,204,322,Sub-Centre,68.9,42.1,Active
Rajasthan,Rajasthan District 6,2020,Q4,Diarrhoea,7031,212,3.02,47,794,289,488,Primary Health Centre,89.7,71.6,Active
Kerala,Kerala District 6,2020,Q4,Hepatitis B,8642,367,4.25,14,145,65,66,District Hospital,84.1,46.2,Active
Punjab,Punjab District 4,2022,Q1,COVID-19,224,7,3.13,26,740,302,601,Community Health Centre,67.0,71.1,Active
Telangana,Telangana District 8,2021,Q1,Cholera,2267,1,0.04,38,661,159,368,Urban PHC,77.8,67.5,Contained
Maharashtra,Maharashtra District 4,2021,Q3,Tuberculosis,922,8,0.87,40,615,224,394,District Hospital,81.1,59.4,Contained
Uttar Pradesh,Uttar District 4,2018,Q2,Chikungunya,8402,253,3.01,41,628,176,514,Sub-Centre,79.1,45.6,Contained
Madhya Pradesh,Madhya District 1,2018,Q4,Pneumonia,2050,89,4.34,14,279,136,318,Urban PHC,82.4,61.0,Active
Haryana,Haryana District 3,2020,Q4,Typhoid,644,29,4.50,30,780,170,268,Sub-Centre,84.8,74.3,Active
Goa,Goa District 7,2021,Q1,Malaria,2903,90,3.10,27,319,109,315,Urban PHC,71.9,61.5,Active
Delhi,Delhi District 2,2020,Q3,Diarrhoea,6431,296,4.60,11,300,83,90,Community Health Centre,93.3,44.7,Active
Manipur,Manipur District 7,2022,Q4,Dengue,1333,45,3.38,48,1270,309,821,District Hospital,67.5,77.5,Active
Maharashtra,Maharashtra District 3,2022,Q2,Japanese Encephalitis,4807,211,4.39,30,501,88,142,Sub-Centre,88.2,40.6,Active
Telangana,Telangana District 7,2021,Q2,Cholera,4644,6,0.13,47,1078,448,891,Community Health Centre,77.7,69.3,Contained
Haryana,Haryana District 2,2021,Q3,Chikungunya,3955,196,4.96,24,295,99,253,Community Health Centre,74.6,49.0,Contained
Punjab,Punjab District 8,2022,Q3,Hepatitis B,264,8,3.03,36,851,245,396,District Hospital,89.5,78.6,Contained
Delhi,Delhi District 5,2023,Q2,Japanese Encephalitis,6989,323,4.62,9,145,34,59,District Hospital,67.7,43.9,Active
Rajasthan,Rajasthan District 6,2021,Q1,Filariasis,3002,138,4.60,14,401,140,348,Sub-Centre,93.3,51.7,Contained
Chhattisgarh,Chhattisgarh District 8,2023,Q2,Malaria,5062,196,3.87,20,237,65,86,Community Health Centre,73.3,40.8,Contained
Odisha,Odisha District 6,2023,Q4,Kala-azar,5358,155,2.89,54,547,149,238,Community Health Centre,90.3,41.3,Active
Chandigarh,Chandigarh District 1,2021,Q3,Filariasis,8807,101,1.15,11,308,113,203,Community Health Centre,93.0,46.7,Active
Jharkhand,Jharkhand District 2,2020,Q3,Hepatitis B,1595,59,3.70,44,888,167,327,Community Health Centre,88.8,57.8,Contained
Gujarat,Gujarat District 2,2019,Q1,Dengue,1957,58,2.96,13,222,26,54,Community Health Centre,90.5,40.2,Active
Jharkhand,Jharkhand District 3,2018,Q4,Malaria,5357,172,3.21,15,357,115,246,District Hospital,70.7,50.4,Contained
Rajasthan,Rajasthan District 6,2020,Q4,Kala-azar,8409,242,2.88,36,720,274,708,District Hospital,57.0,53.9,Contained
Tamil Nadu,Tamil District 8,2019,Q1,Filariasis,3221,71,2.20,36,560,236,457,Primary Health Centre,80.4,41.9,Contained
Uttarakhand,Uttarakhand District 5,2019,Q3,Tuberculosis,7129,188,2.64,11,306,140,211,Sub-Centre,90.8,76.8,Contained
Jharkhand,Jharkhand District 8,2019,Q1,COVID-19,3326,142,4.27,52,1226,487,1270,Primary Health Centre,59.8,77.3,Active
Chhattisgarh,Chhattisgarh District 6,2023,Q2,Cholera,6932,258,3.72,45,754,208,610,Primary Health Centre,68.9,46.5,Active
Goa,Goa District 5,2020,Q3,Filariasis,2317,24,1.04,12,348,88,111,Urban PHC,82.0,61.8,Active
Assam,Assam District 4,2023,Q1,Diarrhoea,1343,61,4.54,17,415,135,270,Urban PHC,83.4,68.1,Active
Delhi,Delhi District 4,2019,Q3,Leptospirosis,5680,15,0.26,31,732,93,111,District Hospital,71.0,51.6,Contained
Rajasthan,Rajasthan District 1,2018,Q4,Pneumonia,6656,224,3.37,46,751,223,242,Urban PHC,70.3,52.8,Active
Tamil Nadu,Tamil District 5,2022,Q3,Cholera,5707,184,3.22,30,783,254,385,Community Health Centre,62.0,63.5,Active
Chhattisgarh,Chhattisgarh District 6,2022,Q1,Chikungunya,5644,135,2.39,38,1031,314,838,Sub-Centre,70.4,49.6,Active
Rajasthan,Rajasthan District 1,2023,Q4,COVID-19,5044,162,3.21,26,301,105,114,Urban PHC,64.3,71.1,Active
Uttar Pradesh,Uttar District 6,2019,Q4,Diarrhoea,8376,261,3.12,39,497,82,85,Community Health Centre,91.2,57.6,Active
Sikkim,Sikkim District 7,2022,Q4,Cholera,6519,152,2.33,48,1153,355,1044,Sub-Centre,91.5,70.2,Active
Jammu & Kashmir,Jammu District 8,2019,Q1,Pneumonia,8019,120,1.50,44,1136,478,777,District Hospital,58.5,62.6,Active
Kerala,Kerala District 5,2019,Q3,Tuberculosis,4129,65,1.57,51,952,222,439,Community Health Centre,91.2,53.5,Contained
Ladakh,Ladakh District 6,2020,Q3,Kala-azar,1654,70,4.23,37,827,302,353,Urban PHC,91.5,54.0,Contained
Maharashtra,Maharashtra District 7,2019,Q3,Japanese Encephalitis,5287,20,0.38,21,489,143,336,Community Health Centre,75.1,44.4,Active
Chhattisgarh,Chhattisgarh District 3,2023,Q4,Diarrhoea,960,32,3.33,25,576,218,441,Community Health Centre,82.8,73.4,Active
Ladakh,Ladakh District 7,2021,Q3,Hepatitis B,7367,289,3.92,17,349,100,233,Urban PHC,71.6,68.4,Contained
Punjab,Punjab District 5,2018,Q2,Tuberculosis,8405,155,1.84,10,199,42,79,Sub-Centre,72.3,59.1,Contained
Kerala,Kerala District 5,2022,Q1,Japanese Encephalitis,7646,169,2.21,44,464,128,248,Community Health Centre,87.0,40.9,Contained
Chhattisgarh,Chhattisgarh District 1,2023,Q2,Malaria,6457,58,0.90,7,96,44,108,Primary Health Centre,94.8,46.1,Active
Karnataka,Karnataka District 6,2022,Q1,Chikungunya,1939,66,3.40,27,597,275,308,Urban PHC,80.4,73.9,Active
Telangana,Telangana District 8,2020,Q3,Leptospirosis,6441,286,4.44,47,481,132,250,District Hospital,59.5,65.2,Contained
Meghalaya,Meghalaya District 3,2019,Q3,Japanese Encephalitis,3182,134,4.21,32,371,88,126,Urban PHC,94.2,74.5,Active
Kerala,Kerala District 1,2019,Q1,Pneumonia,586,4,0.68,21,267,68,182,Community Health Centre,62.5,44.1,Active
Gujarat,Gujarat District 6,2020,Q2,Typhoid,3811,49,1.29,53,1125,220,627,District Hospital,66.3,55.1,Active
Uttarakhand,Uttarakhand District 4,2021,Q4,Diarrhoea,3736,122,3.27,16,458,153,339,District Hospital,76.2,69.6,Active
Chhattisgarh,Chhattisgarh District 4,2022,Q2,Diarrhoea,4300,160,3.72,10,261,116,154,Primary Health Centre,61.1,73.1,Contained
Rajasthan,Rajasthan District 8,2023,Q2,Hepatitis B,3217,147,4.57,20,226,38,41,Urban PHC,94.7,48.9,Contained
Manipur,Manipur District 8,2019,Q1,Hepatitis B,4634,108,2.33,9,198,98,226,Community Health Centre,83.7,71.3,Active
Andhra Pradesh,Andhra District 6,2021,Q3,Leptospirosis,2526,69,2.73,9,164,53,130,Urban PHC,71.3,65.6,Active
Odisha,Odisha District 5,2021,Q1,Pneumonia,4715,63,1.34,7,126,21,26,Urban PHC,55.6,49.6,Active
Manipur,Manipur District 6,2022,Q2,Dengue,4265,142,3.33,31,450,178,199,Community Health Centre,83.4,79.7,Active
Arunachal Pradesh,Arunachal District 5,2018,Q2,Kala-azar,6971,156,2.24,9,230,101,155,Primary Health Centre,67.3,59.1,Active
Sikkim,Sikkim District 3,2021,Q1,Tuberculosis,336,13,3.87,31,356,120,286,Sub-Centre,61.4,73.0,Active
Kerala,Kerala District 7,2020,Q1,Hepatitis B,6585,104,1.58,49,949,471,1290,Sub-Centre,64.1,72.5,Active
Assam,Assam District 7,2018,Q4,Chikungunya,3098,88,2.84,19,361,129,245,Urban PHC,68.3,40.9,Contained
Telangana,Telangana District 3,2021,Q3,Cholera,6172,154,2.50,41,459,127,162,Urban PHC,82.2,71.8,Contained
Bihar,Bihar District 1,2021,Q2,Typhoid,6263,115,1.84,48,1071,290,746,Primary Health Centre,75.1,43.6,Contained
Tripura,Tripura District 5,2019,Q2,COVID-19,5589,60,1.07,28,783,244,670,District Hospital,62.9,65.1,Active
Bihar,Bihar District 5,2019,Q1,Malaria,8819,355,4.03,27,393,113,154,Primary Health Centre,71.3,55.8,Contained
Mizoram,Mizoram District 5,2019,Q4,Filariasis,512,3,0.59,9,170,42,51,Urban PHC,63.6,76.2,Active
Tripura,Tripura District 3,2019,Q1,COVID-19,8871,103,1.16,7,209,64,70,Primary Health Centre,58.7,44.9,Active
Rajasthan,Rajasthan District 5,2022,Q2,Chikungunya,4426,39,0.88,28,637,90,155,Urban PHC,74.4,67.4,Contained
Gujarat,Gujarat District 5,2022,Q4,Diarrhoea,8865,275,3.10,37,469,145,376,District Hospital,60.4,40.8,Active
Kerala,Kerala District 6,2018,Q1,Malaria,2441,23,0.94,25,313,40,100,District Hospital,84.6,54.4,Active
Andhra Pradesh,Andhra District 5,2021,Q4,Diarrhoea,4999,234,4.68,53,854,391,547,Sub-Centre,73.7,48.7,Active
Himachal Pradesh,Himachal District 8,2022,Q1,Hepatitis B,3041,24,0.79,37,737,217,297,District Hospital,83.4,48.5,Active
Uttar Pradesh,Uttar District 2,2020,Q2,Hepatitis B,1373,4,0.29,18,421,209,403,Sub-Centre,86.1,44.1,Contained
Madhya Pradesh,Madhya District 4,2022,Q3,Diarrhoea,2365,39,1.65,43,1126,471,1093,Urban PHC,74.1,41.8,Active
Odisha,Odisha District 7,2020,Q4,Dengue,4140,68,1.64,50,719,154,299,Sub-Centre,85.5,57.1,Contained
Arunachal Pradesh,Arunachal District 3,2021,Q3,Japanese Encephalitis,8502,306,3.60,12,344,72,157,Sub-Centre,60.2,59.5,Contained
Nagaland,Nagaland District 6,2023,Q3,Chikungunya,3176,97,3.05,32,896,117,170,Primary Health Centre,91.3,63.5,Active
Karnataka,Karnataka District 3,2018,Q1,Japanese Encephalitis,3652,161,4.41,11,119,39,95,District Hospital,55.2,52.3,Contained
Assam,Assam District 8,2021,Q3,Typhoid,4161,172,4.13,21,500,156,244,Primary Health Centre,91.2,68.1,Active
Arunachal Pradesh,Arunachal District 4,2021,Q1,Pneumonia,251,7,2.79,32,323,73,106,Community Health Centre,94.1,42.1,Contained
Goa,Goa District 4,2019,Q1,Diarrhoea,1469,49,3.34,49,1141,138,352,District Hospital,92.0,42.9,Contained
Uttarakhand,Uttarakhand District 5,2018,Q4,Pneumonia,7937,261,3.29,45,1241,155,326,Sub-Centre,88.3,49.1,Active
Meghalaya,Meghalaya District 3,2022,Q4,Typhoid,8875,147,1.66,28,746,340,386,Primary Health Centre,67.8,44.0,Active
Goa,Goa District 8,2020,Q2,Diarrhoea,5208,227,4.36,25,384,142,374,District Hospital,85.9,54.2,Active
Jharkhand,Jharkhand District 3,2020,Q3,Typhoid,5061,41,0.81,32,437,190,208,Community Health Centre,69.7,72.6,Active
Tamil Nadu,Tamil District 1,2019,Q2,Japanese Encephalitis,1320,41,3.11,10,205,61,63,Community Health Centre,86.9,51.6,Active
Nagaland,Nagaland District 6,2022,Q4,Dengue,4767,115,2.41,5,109,14,17,Urban PHC,68.1,63.4,Active
Kerala,Kerala District 3,2021,Q3,Dengue,7944,244,3.07,5,90,10,15,Community Health Centre,75.9,49.0,Contained
Madhya Pradesh,Madhya District 2,2022,Q3,COVID-19,4477,44,0.98,13,133,32,93,Urban PHC,77.4,76.9,Contained
Bihar,Bihar District 4,2020,Q2,Cholera,6918,339,4.90,11,236,27,44,Sub-Centre,94.7,66.4,Active
Himachal Pradesh,Himachal District 4,2020,Q2,Hepatitis B,7342,211,2.87,39,552,143,359,Community Health Centre,79.1,52.7,Contained
Chandigarh,Chandigarh District 2,2019,Q4,Japanese Encephalitis,323,6,1.86,53,840,85,169,Sub-Centre,82.3,49.8,Active
Karnataka,Karnataka District 5,2023,Q3,Pneumonia,4373,19,0.43,10,197,20,54,Community Health Centre,94.6,43.2,Active
Arunachal Pradesh,Arunachal District 3,2023,Q1,Diarrhoea,6824,244,3.58,24,588,82,172,Urban PHC,92.7,47.5,Contained
